Block;Context length(s);Frame skip;Relative Accuracy (avg);Relative Accuracy (max);Absolute Accuracy (max);Classifier threhshold;Best Absolute Accuracy (max);Best Classifier threhshold;AUPRC (avg);AUPRC (max);AUROC (avg);AUROC (max)
ObjectPermanence3;2;2;0.00000;43.75000;48.43750;0.11084;51.95312;0.10499;0.37978;0.49907;0.30176;0.50443
ObjectPermanence3;4;2;1.56250;48.43750;49.21875;0.10140;53.12500;0.09938;0.44083;0.49461;0.41589;0.49982
ObjectPermanence3;6;2;34.37500;54.68750;49.21875;0.09624;51.17188;0.08753;0.49584;0.49500;0.47552;0.49182
ObjectPermanence3;8;2;50.78125;50.78125;50.00000;0.09586;51.56250;0.08725;0.51337;0.50379;0.49713;0.49457
ObjectPermanence3;10;2;52.34375;50.00000;50.00000;0.09516;51.56250;0.08586;0.51430;0.51189;0.49597;0.49487
ObjectPermanence3;12;2;51.56250;52.34375;48.82812;0.09355;53.51562;0.09071;0.51663;0.51685;0.49841;0.51184
ObjectPermanence3;Filtered;2;46.09375;53.90625;50.00000;0.08807;51.56250;0.08175;0.50337;0.51148;0.48828;0.49689
ObjectPermanence3;2;5;0.78125;33.59375;49.60938;0.10999;50.39062;0.10922;0.34351;0.46414;0.19702;0.45947
ObjectPermanence3;4;5;7.03125;46.09375;49.60938;0.10286;51.56250;0.10357;0.43839;0.46703;0.40088;0.46039
ObjectPermanence3;6;5;67.18750;39.84375;51.56250;0.09880;51.56250;0.09879;0.54020;0.49995;0.52777;0.47983
ObjectPermanence3;8;5;84.37500;39.84375;50.00000;0.09627;51.56250;0.08902;0.58512;0.49211;0.57306;0.47919
ObjectPermanence3;10;5;84.37500;35.93750;50.39062;0.09458;51.17188;0.08736;0.58735;0.48363;0.57458;0.47144
ObjectPermanence3;12;5;84.37500;39.06250;50.39062;0.09456;51.95312;0.09367;0.56925;0.49400;0.55945;0.48648
ObjectPermanence3;Filtered;5;77.34375;50.78125;49.60938;0.08904;51.17188;0.08528;0.55831;0.49138;0.54633;0.48563
ObjectPermanence3;2;10;0.78125;12.50000;46.87500;0.11258;49.21875;0.11409;0.35599;0.33911;0.21326;0.18686
ObjectPermanence3;4;10;10.93750;21.87500;48.43750;0.10815;50.39062;0.11159;0.40420;0.40553;0.35199;0.37903
ObjectPermanence3;6;10;57.03125;24.21875;49.60938;0.10872;51.17188;0.09806;0.50758;0.46928;0.50757;0.48672
ObjectPermanence3;8;10;82.03125;20.31250;49.60938;0.10786;51.95312;0.09579;0.59762;0.48127;0.60431;0.49658
ObjectPermanence3;10;10;92.96875;32.03125;49.60938;0.10378;52.34375;0.09394;0.63988;0.49055;0.64545;0.50336
ObjectPermanence3;12;10;97.65625;47.65625;50.00000;0.09761;53.51562;0.09360;0.64622;0.50197;0.64319;0.52335
ObjectPermanence3;Filtered;10;94.53125;26.56250;47.65625;0.09022;50.39062;0.08184;0.63175;0.44585;0.63123;0.41412
SolidityContinuity;2;2;34.37500;57.03125;51.95312;0.10060;53.51562;0.09951;0.48102;0.51101;0.48260;0.52347
SolidityContinuity;4;2;32.81250;53.12500;50.39062;0.09155;52.73438;0.08861;0.48968;0.48520;0.48615;0.50238
SolidityContinuity;6;2;25.78125;50.78125;50.39062;0.08682;52.73438;0.08343;0.48469;0.51209;0.48468;0.50458
SolidityContinuity;8;2;26.56250;51.56250;49.60938;0.08463;53.12500;0.07793;0.48904;0.50874;0.48273;0.51410
SolidityContinuity;10;2;31.25000;49.21875;49.21875;0.08383;53.90625;0.07895;0.49127;0.51685;0.48151;0.52771
SolidityContinuity;12;2;32.03125;58.59375;49.60938;0.08481;55.85938;0.07867;0.49118;0.55241;0.48126;0.55127
SolidityContinuity;Filtered;2;28.90625;57.03125;50.00000;0.07922;51.56250;0.07509;0.49065;0.50734;0.47815;0.50647
SolidityContinuity;2;5;7.81250;52.34375;51.17188;0.10060;53.12500;0.09368;0.42591;0.51010;0.40576;0.50739
SolidityContinuity;4;5;17.96875;45.31250;49.60938;0.09280;52.73438;0.08493;0.47203;0.48471;0.46179;0.47919
SolidityContinuity;6;5;35.15625;50.00000;49.60938;0.08895;53.12500;0.08485;0.49824;0.52397;0.49030;0.51266
SolidityContinuity;8;5;56.25000;76.56250;55.85938;0.08703;63.28125;0.08124;0.51860;0.68306;0.50568;0.66492
SolidityContinuity;10;5;59.37500;78.90625;55.46875;0.08803;66.01562;0.08279;0.52027;0.73352;0.50800;0.70786
SolidityContinuity;12;5;51.56250;78.12500;51.56250;0.09016;65.23438;0.08260;0.50945;0.69114;0.50330;0.65680
SolidityContinuity;Filtered;5;32.03125;60.93750;51.17188;0.07989;54.68750;0.07579;0.48919;0.51292;0.48022;0.53397
SolidityContinuity;2;10;2.34375;47.65625;48.82812;0.10100;51.56250;0.09209;0.38726;0.48413;0.32605;0.48398
SolidityContinuity;4;10;7.03125;48.43750;48.82812;0.09512;53.90625;0.09055;0.44137;0.48711;0.41931;0.50903
SolidityContinuity;6;10;34.37500;77.34375;51.17188;0.09090;63.67188;0.08419;0.49520;0.68938;0.48090;0.64148
SolidityContinuity;8;10;40.62500;75.78125;63.67188;0.08791;64.45312;0.08554;0.50856;0.64241;0.49426;0.68246
SolidityContinuity;10;10;39.06250;58.59375;58.20312;0.08953;60.93750;0.08601;0.50733;0.58797;0.49176;0.63187
SolidityContinuity;12;10;36.71875;51.56250;51.95312;0.09078;57.03125;0.08290;0.49543;0.53868;0.48065;0.56729
SolidityContinuity;Filtered;10;21.09375;54.68750;50.39062;0.07986;53.12500;0.07550;0.47750;0.52002;0.45990;0.52444
SolidityContinuity2;2;2;32.03125;36.71875;50.39062;0.10940;51.56250;0.11088;0.47169;0.47201;0.47131;0.48035
SolidityContinuity2;4;2;26.56250;37.50000;50.39062;0.09693;51.95312;0.09756;0.47045;0.46695;0.46973;0.46814
SolidityContinuity2;6;2;39.06250;52.34375;51.95312;0.10121;52.73438;0.09467;0.47348;0.51093;0.47937;0.50647
SolidityContinuity2;8;2;50.78125;52.34375;50.78125;0.10643;51.95312;0.09925;0.48856;0.50738;0.49774;0.50000
SolidityContinuity2;10;2;62.50000;46.87500;50.00000;0.10936;53.12500;0.10196;0.52282;0.50433;0.51712;0.49866
SolidityContinuity2;12;2;60.15625;49.21875;48.43750;0.10756;51.95312;0.09049;0.52291;0.51818;0.52005;0.49426
SolidityContinuity2;Filtered;2;59.37500;52.34375;51.17188;0.08634;53.90625;0.08131;0.50385;0.52529;0.51306;0.52899
SolidityContinuity2;2;5;23.43750;39.84375;49.21875;0.10907;51.17188;0.10806;0.45467;0.47660;0.45514;0.47906
SolidityContinuity2;4;5;21.87500;32.03125;46.48438;0.10165;52.34375;0.08985;0.46666;0.46227;0.45673;0.42133
SolidityContinuity2;6;5;34.37500;37.50000;48.04688;0.10528;50.78125;0.11040;0.47161;0.45268;0.46716;0.44989
SolidityContinuity2;8;5;43.75000;42.96875;48.43750;0.10928;50.78125;0.11520;0.48232;0.46124;0.48657;0.45868
SolidityContinuity2;10;5;57.03125;43.75000;48.04688;0.11345;51.17188;0.10314;0.50809;0.46954;0.51068;0.47058
SolidityContinuity2;12;5;60.93750;47.65625;49.21875;0.11875;50.78125;0.11559;0.49750;0.48452;0.50940;0.48309
SolidityContinuity2;Filtered;5;50.78125;53.12500;49.60938;0.08729;55.07812;0.08219;0.49423;0.51416;0.50275;0.50391
SolidityContinuity2;2;10;19.53125;37.50000;50.00000;0.10943;51.95312;0.11039;0.44801;0.45883;0.44666;0.46555
SolidityContinuity2;4;10;22.65625;32.81250;46.87500;0.10555;50.39062;0.09197;0.44473;0.45722;0.43884;0.42212
SolidityContinuity2;6;10;30.46875;25.78125;46.48438;0.11208;49.60938;0.09272;0.45273;0.44115;0.44708;0.41693
SolidityContinuity2;8;10;39.84375;25.00000;46.48438;0.11432;50.00000;0.08779;0.47257;0.45183;0.46704;0.42395
SolidityContinuity2;10;10;47.65625;36.71875;48.04688;0.11251;50.39062;0.09072;0.49043;0.47634;0.49048;0.46167
SolidityContinuity2;12;10;51.56250;35.15625;48.43750;0.11249;50.39062;0.08422;0.49420;0.47806;0.49005;0.45782
SolidityContinuity2;Filtered;10;57.81250;25.00000;48.43750;0.08840;50.78125;0.09024;0.48996;0.42423;0.49786;0.41125
Unchangeableness;2;2;42.18750;57.81250;51.17188;0.10880;53.90625;0.10218;0.50428;0.54781;0.48639;0.53229
Unchangeableness;4;2;72.65625;68.75000;51.56250;0.09712;60.93750;0.09050;0.54841;0.65527;0.52765;0.61298
Unchangeableness;6;2;72.65625;75.78125;51.17188;0.09125;61.71875;0.08448;0.54960;0.64839;0.52362;0.60602
Unchangeableness;8;2;65.62500;74.21875;52.73438;0.08984;60.54688;0.08408;0.53803;0.65935;0.51874;0.62378
Unchangeableness;10;2;55.46875;61.71875;49.60938;0.08874;55.07812;0.08105;0.52650;0.56144;0.50720;0.52570
Unchangeableness;12;2;47.65625;46.87500;48.04688;0.08934;52.34375;0.07815;0.50955;0.48926;0.50085;0.44086
Unchangeableness;Filtered;2;44.53125;58.59375;50.78125;0.08352;54.29688;0.07738;0.50849;0.53031;0.49316;0.51227
Unchangeableness;2;5;97.65625;78.12500;51.95312;0.10779;60.54688;0.10258;0.66155;0.62109;0.66266;0.60510
Unchangeableness;4;5;93.75000;85.93750;55.46875;0.10025;63.28125;0.09517;0.60980;0.68880;0.60913;0.67285
Unchangeableness;6;5;74.21875;64.84375;49.60938;0.09833;55.07812;0.08974;0.54100;0.57673;0.53955;0.53876
Unchangeableness;8;5;53.12500;37.50000;45.31250;0.09907;50.78125;0.08209;0.50889;0.42587;0.50171;0.34619
Unchangeableness;10;5;42.18750;21.87500;45.31250;0.09771;50.00000;0.07863;0.48453;0.36826;0.48077;0.22656
Unchangeableness;12;5;28.12500;16.40625;45.31250;0.09607;50.78125;0.07669;0.47675;0.36615;0.46582;0.20721
Unchangeableness;Filtered;5;53.12500;39.06250;48.43750;0.08673;50.39062;0.07660;0.50756;0.44744;0.50177;0.43030
Unchangeableness;2;10;98.43750;93.75000;65.62500;0.11007;76.56250;0.10535;0.85412;0.85118;0.85535;0.82697
Unchangeableness;4;10;52.34375;79.68750;56.25000;0.11018;67.57812;0.10359;0.49883;0.74937;0.50739;0.70758
Unchangeableness;6;10;10.93750;25.78125;46.09375;0.11467;53.12500;0.09632;0.37959;0.46494;0.30231;0.34650
Unchangeableness;8;10;10.93750;12.50000;45.31250;0.11654;50.78125;0.08887;0.36126;0.36797;0.24780;0.19489
Unchangeableness;10;10;10.93750;11.71875;45.31250;0.11479;50.00000;0.08506;0.35992;0.35214;0.24719;0.17328
Unchangeableness;12;10;7.81250;6.25000;45.31250;0.11092;41.01562;0.08181;0.36124;0.32310;0.25964;0.12140
Unchangeableness;Filtered;10;14.06250;15.62500;45.31250;0.08986;46.87500;0.07862;0.41198;0.35261;0.38818;0.23352
Unchangeableness2;2;2;43.75000;64.84375;49.21875;0.11109;56.25000;0.10043;0.49611;0.57089;0.47906;0.56152
Unchangeableness2;4;2;55.46875;59.37500;50.39062;0.09328;54.29688;0.08459;0.50511;0.55394;0.50781;0.52625
Unchangeableness2;6;2;65.62500;68.75000;50.78125;0.08755;57.81250;0.07965;0.53494;0.59988;0.52686;0.58148
Unchangeableness2;8;2;72.65625;66.40625;50.78125;0.08667;59.37500;0.07631;0.54461;0.59334;0.54199;0.59796
Unchangeableness2;10;2;75.78125;69.53125;51.56250;0.08514;60.93750;0.07607;0.55475;0.61352;0.55762;0.61157
Unchangeableness2;12;2;73.43750;70.31250;55.85938;0.08327;60.15625;0.07546;0.56211;0.60468;0.56903;0.61493
Unchangeableness2;Filtered;2;75.00000;76.56250;53.51562;0.07882;59.76562;0.07489;0.55057;0.59840;0.55225;0.60260
Unchangeableness2;2;5;50.78125;64.06250;48.43750;0.11070;58.20312;0.10602;0.50325;0.56336;0.49670;0.57391
Unchangeableness2;4;5;58.59375;51.56250;48.82812;0.09323;55.46875;0.08705;0.51228;0.52186;0.51300;0.52777
Unchangeableness2;6;5;68.75000;53.12500;50.78125;0.09190;54.29688;0.08033;0.53945;0.54328;0.53186;0.52258
Unchangeableness2;8;5;71.87500;54.68750;50.00000;0.09558;53.12500;0.08293;0.55192;0.55411;0.55475;0.52039
Unchangeableness2;10;5;74.21875;45.31250;49.21875;0.09879;53.12500;0.08208;0.55755;0.53716;0.56763;0.50299
Unchangeableness2;12;5;77.34375;50.00000;48.43750;0.10081;53.12500;0.07915;0.56169;0.53875;0.57819;0.51544
Unchangeableness2;Filtered;5;74.21875;57.81250;49.60938;0.08152;53.90625;0.07584;0.55667;0.53118;0.56250;0.52472
Unchangeableness2;2;10;46.87500;67.18750;48.04688;0.11101;58.59375;0.10585;0.49918;0.56757;0.49976;0.58063
Unchangeableness2;4;10;61.71875;72.65625;54.68750;0.09432;60.93750;0.08894;0.54417;0.60951;0.55377;0.62939
Unchangeableness2;6;10;71.87500;81.25000;55.07812;0.09743;60.54688;0.08491;0.58492;0.63785;0.57971;0.63654
Unchangeableness2;8;10;79.68750;71.09375;51.95312;0.10143;57.81250;0.08481;0.59113;0.58780;0.58936;0.57440
Unchangeableness2;10;10;81.25000;65.62500;50.39062;0.10715;56.64062;0.07398;0.58469;0.57030;0.58618;0.53491
Unchangeableness2;12;10;75.78125;65.62500;48.43750;0.11024;57.42188;0.07580;0.57353;0.59022;0.58252;0.54626
Unchangeableness2;Filtered;10;75.78125;75.78125;51.95312;0.08271;57.81250;0.07538;0.56372;0.58921;0.57507;0.57745
